AC,priority,label-val,between_connectivity,cluster
A0A7L4ADT0,False,299,0,0.0
A0A6A7M9C4,False,300,0,0.0
A0A2P7AZ27,False,301,0,0.0
A0A6B8VTC0,False,302,0,0.0
A0A0G3G2P1,False,303,0,0.0
A0A091BBQ2,False,304,0,0.0
A0A3M0GCT2,False,305,0,0.0
A0A1B6BBK0,False,306,0,0.0
A0A1I7IGN9,False,307,0,0.0
A0A1W1WL99,False,308,0,0.0
A0A2T1HZ93,False,309,0,0.0
A0A1B7UK51,False,310,0,0.0
J1HJA4,False,311,0,0.0
A0A563UES7,False,312,0,0.0
A0A2T0VEE5,False,313,0,1.0
M0QMK1,False,314,0,0.0
A0A2N7VNY1,False,315,0,0.0
A0A239HPG6,False,313,0,1.0
A0A1H2LUK2,False,316,0,0.0
A0A0R1IXA2,False,317,0,0.0
A0A919ZEF1,False,318,0,1.0
K2HEI4,False,319,0,0.0
A0A8H4H5M6,False,320,0,0.0
B6QM36,False,321,0,0.0
A0A0D2DXT1,False,322,0,0.0
H6C512,False,323,0,0.0
G8ZVV0,False,324,0,0.0
A0A6A4WUM0,False,325,0,0.0
A0A067N7V8,False,319,0,0.0
A0A7L3KY87,False,326,0,0.0
A0A0R0ARU5,False,327,0,0.0
A0A672NJR3,False,328,0,0.0
A0A6J3R0Z6,False,329,0,0.0
A0A7L3AMA1,False,330,0,0.0
A0A851FVE7,False,331,0,0.0
A0A671EQQ4,False,332,0,0.0
A0A7L4JVY8,False,333,0,0.0
A0A7K8BH04,False,334,0,0.0
A0A671R7F5,False,335,0,0.0
A0A1S3RWR5,False,336,0,0.0
A0A075IE34,False,337,0,0.0
Q6E6Y4,False,338,0,0.0
A0A5P9KE66,False,339,0,0.0
Q9QCE7,False,340,0,0.0
Q66129,False,341,0,0.0
A0A1L3KFW5,False,342,0,0.0
A0A0D4D8J8,False,343,0,0.0
A0A890CSA7,False,344,0,0.0
F2Y3N4,False,345,0,0.0
A0A3N2DQ15,False,346,0,0.0
Q6GPW9,False,347,0,0.0
A0A0B8NDE8,False,348,0,0.0
A0A7K8PT51,False,349,0,0.0
A0A7K4S449,False,350,0,0.0
I1RCA0,False,351,0,0.0
A0A319C8L9,False,352,0,0.0
A0A7L0UTH8,False,353,0,0.0
A0A667WZR8,False,354,0,0.0
A0A1M4W361,False,355,0,0.0
Q7NCS6,False,356,0,0.0
G6YHU3,False,357,0,0.0
V9WD55,False,358,0,0.0
A0A318XM76,False,359,0,0.0
A0A2K9NPJ9,False,360,0,0.0
A0A931MWR5,False,361,0,0.0
A0A443INV7,False,362,0,0.0
A0A5Q2WAW2,False,363,0,0.0
A0A1V4B3F3,False,364,0,0.0
A0A917RVY0,False,365,0,0.0
A0A1G8N453,False,366,0,0.0
A0A1W6WF22,False,367,0,0.0
N9WBW1,False,367,0,1.0
A0A6A8DCJ8,False,368,0,0.0
Q03AX9,False,369,0,0.0
U2CP23,False,370,0,0.0
A0A3D8TTJ8,False,371,0,0.0
A0A2T0ATY9,False,372,0,0.0
I2F2T2,False,373,0,0.0
I3M5Y6,False,374,0,0.0
A0A6P8S5M9,False,375,0,0.0
A0A8C8A4A9,False,376,0,0.0
A0A9B0TR34,False,377,0,0.0
A0A8J7P8P2,False,378,0,0.0
A0A8C6R9H2,False,379,0,0.0
A0A834NKP9,False,380,0,0.0
A0A8C3CDF4,False,381,0,0.0
U4UQB1,False,382,0,0.0
A0A6I9M5G1,False,383,0,0.0
A0A0C1YP15,False,384,0,0.0
A0A5C4VXW0,False,385,0,0.0
A0A1E7JIP1,False,386,0,0.0
A0A542QLJ1,False,387,0,0.0
A0A2W2KXI4,False,388,0,0.0
A0A561BRQ8,False,389,0,0.0
A0A429G2Z3,False,390,0,0.0
A0A1V9A5Y5,False,391,0,0.0
A0A410UGK4,False,392,0,0.0
A0A7V8GP74,False,393,0,0.0
A0A2S9K5C7,False,394,0,0.0
A0A843TB90,False,395,0,0.0
A0A2H6B149,False,396,0,0.0
A0A972NHA7,False,397,0,0.0
A0A432VZF9,False,398,0,0.0
C7HWE4,False,399,0,0.0
A0A2C5YDJ5,False,400,0,0.0
A0A7C9TNE9,False,401,0,0.0
A0A812W5X7,False,402,0,0.0
A0A7K6NTV5,False,403,0,0.0
A0A5N0V0P4,False,404,0,0.0
A0A1G6IYL5,False,405,0,0.0
A0A401UC47,False,406,0,0.0
A0A3S4TPK9,False,407,0,0.0
A0A927HE94,False,408,0,0.0
A0A1H7WE90,False,409,0,0.0
A0A372G539,False,410,0,0.0
A0A7I8W1T6,False,411,0,0.0
A0A1T5IGM8,False,412,0,0.0
B1Y521,False,413,0,0.0
N6YGD1,False,414,0,0.0
A0A1Q4VQ86,False,415,0,0.0
Q12D24,False,416,0,0.0
A0A1T4VZW7,False,417,0,0.0
A0A3S0VDQ8,False,418,0,0.0
A0A918NTN9,False,419,0,0.0
A0A1Q5MW16,False,420,0,0.0
A0A1R1IBZ5,False,421,0,0.0
A0A101QN44,False,419,0,0.0
B4CUQ3,False,422,0,0.0
A0A556MHD5,False,423,0,0.0
A0A8J3N0M1,False,424,0,0.0
M5U0H7,False,425,0,0.0
A0A7S7NX22,False,426,0,0.0
A0A2A4B594,False,427,0,0.0
A0A5B9QGG2,False,428,0,0.0
A0A1K2IHF2,False,429,0,0.0
A0A2Z3H7T8,False,430,0,0.0
L0G3F0,False,431,0,0.0
A0A8D0GNL7,False,432,0,0.0
A0A286XEX5,False,433,0,0.0
A0A0S4JC93,False,434,0,0.0
A0A1X2GH09,False,432,0,0.0
A0A2K6DIW6,False,435,0,0.0
L0PCG4,False,436,0,0.0
A0A6J0KY21,False,432,0,0.0
A0A1B8CR84,False,437,0,0.0
A0A7L2IS31,False,438,0,0.0
A0A6P5T4P7,False,432,0,0.0
A0A4W5PLD5,False,439,0,0.0
A0A8H7VUZ0,False,440,0,0.0
F7BC17,False,441,0,0.0
A0A7F8RKT1,False,442,0,0.0
A0A8C3WUP6,False,441,0,0.0
H2P9W4,False,441,0,0.0
A0A2R8ZWS6,False,443,0,0.0
A0A7K6JT03,False,444,0,0.0
A0A6M4B989,False,445,0,0.0
A0A7J7Q1N5,False,446,0,0.0
G8ZQ50,False,447,0,0.0
S8BWG3,False,448,0,0.0
R7YP62,False,449,0,0.0
A0A1Q2YBR2,False,450,0,0.0
F0XCL2,False,445,0,0.0
E1ZGT6,False,451,0,0.0
A0A7D8Z7V3,False,452,0,0.0
A0A1Y2H114,False,453,0,0.0
A0A1G8S6S5,False,454,0,0.0
A0A0P1LWG8,False,455,0,0.0
A0A7K7TTK1,False,456,0,0.0
A0A8J6G4N9,False,457,0,0.0
A0A074MEN3,False,458,0,0.0
A0A915P4B8,False,459,0,0.0
A0A7K6I679,False,460,0,0.0
A0A1T1ARA8,False,461,0,0.0
A0A1D9P9H7,False,462,0,0.0
A0A0E4FYZ1,False,463,0,0.0
A0A1V2DX54,False,464,0,0.0
A0A0A7EEZ8,False,465,0,0.0
W9AJW2,False,466,0,0.0
A0A0B4RB24,False,467,0,0.0
A0A929KGK8,False,468,0,0.0
N8ZMT7,False,469,0,0.0
A0A8J7Y919,False,470,0,0.0
A0A1C0YE80,False,471,0,0.0
J1EJ11,False,472,0,0.0
A0A0C7N3Y9,False,473,0,0.0
A0A8T0QM46,False,474,0,0.0
W2UIL9,False,475,0,0.0
A0A652KXP3,False,476,0,0.0
A0A239JRQ7,False,477,0,0.0
A0A1A3T5Z0,False,478,0,0.0
A0A168Q1L8,False,479,0,0.0
A0A2I2G5X7,False,480,0,0.0
A0A397GMD3,False,481,0,0.0
A0A0A7I6V0,False,482,0,0.0
A0A8J3AAT6,False,483,0,0.0
E1VQW4,False,484,0,0.0
D8PNB2,False,485,0,0.0
A0A146FFA0,False,486,0,0.0
A0A8H6IR44,False,487,0,0.0
A0A011ABX7,False,488,0,0.0
A0A1Y2VGU4,False,489,0,0.0
A0A917X238,False,490,0,0.0
A0A1B6ZEX9,False,491,0,0.0
A0A5S4GS05,False,492,0,0.0
A0A7K5EDT4,False,493,0,0.0
A0A9D4AQF5,False,494,0,0.0
A0A7K5CUU9,False,495,0,0.0
A0A340XAJ7,False,496,0,0.0
A0A6P3EWK7,False,497,0,0.0
A0A7K8XDJ1,False,498,0,0.0
A0A091PV20,False,499,0,0.0
A0A671NB82,False,500,0,0.0
A0A7K5IXC4,False,501,0,0.0
F7EUI9,False,502,0,0.0
A0A1I3J3F3,False,503,0,0.0
A0A839IMD2,False,504,0,0.0
D7DJ24,False,505,0,0.0
A0A8J4DKT6,False,506,0,0.0
R9KSU0,False,507,0,0.0
A0A7Z2ZR13,False,508,0,0.0
A0A0M3QGI6,False,509,0,0.0
A0A0K6IYM6,False,510,0,0.0
A0A843B4X1,False,511,0,0.0
A0A0L6JH37,False,512,0,0.0
A0A3N6EHM8,False,513,0,0.0
A0A6M0HQB3,False,514,0,0.0
A0A1H1KFM4,False,515,0,0.0
D7DS38,False,516,0,0.0
A0A1G7G9Z6,False,517,0,0.0
A0A1W2EER1,False,518,0,0.0
A0A5B0BHK8,False,519,0,0.0
A0A944J860,False,520,0,0.0
A0A652KRK1,False,520,0,0.0
B8GDK9,False,521,0,0.0
A0A1M5QTV6,False,523,0,1.0
A0A542ANL5,False,524,0,1.0
F0YZA5,False,525,0,0.0
A0A1I0YKN0,False,522,0,1.0
G8UI85,False,526,0,0.0
A0A1H0W0N1,False,527,0,1.0
A0A3G9GTB5,False,528,0,0.0
A0A841KYA3,False,527,0,1.0
A0A562J5B2,False,525,0,1.0
A0A927GUD0,False,529,0,0.0
A0A3D9STC7,False,530,0,0.0
A0A250IJ71,False,531,0,0.0
A0A561E8I6,False,532,0,0.0
A0A1B9F1Q3,False,533,0,0.0
A0A1J7BC88,False,534,0,0.0
A0A0N1NJ52,False,535,0,0.0
A0A1I7JA08,False,536,0,0.0
A0A3N2QRV6,False,537,0,0.0
A0A3Q1FNW2,False,538,0,0.0
A0A7E6F9R5,False,539,0,0.0
A0A6J0ILX5,False,540,0,0.0
A0A2K5I549,False,541,0,0.0
A0A6P7Z0J6,False,542,0,0.0
A0A8C3KQT7,False,543,0,0.0
A0A7L1U9A7,False,544,0,0.0
A0A8B9SE65,False,545,0,0.0
A0A7M4FH28,False,546,0,0.0
C4ZIW2,False,547,0,0.0
A0A346QZW6,False,548,0,0.0
M2U8E7,False,549,0,0.0
A0A376CNH1,False,550,0,0.0
A0A223D5N0,False,551,0,0.0
N6X5P4,False,552,0,0.0
C5WCF5,False,553,0,0.0
A0A4Q1ZUL4,False,554,0,0.0
A0A0D6SZE5,False,555,0,1.0
A0A2T5HB11,False,555,0,1.0
A0A850VT56,False,556,0,0.0
A0A852N5G0,False,557,0,0.0
A0A7L1P744,False,558,0,0.0
A0A3Q0D633,False,559,0,0.0
A0A8C6TTB3,False,560,0,0.0
A0A8C3SS82,False,561,0,0.0
A0A2I0SLX7,False,562,0,0.0
A0A6P6MF24,False,563,0,0.0
A0A8C6CSL2,False,564,0,0.0
A0A7K9TH07,False,565,0,0.0
A0A673VCJ3,False,566,0,0.0
A0A667Z173,False,567,0,0.0
A0A4W5LZK7,False,568,0,0.0
A0A5F8HCB4,False,569,0,0.0
A0A8C4PM64,False,570,0,0.0
A0A7N4NQ86,False,571,0,0.0
G1NE63,False,572,0,0.0
A0A8D0A2V9,False,573,0,0.0
A0A1H4JU14,False,574,0,0.0
A0A916SPC2,False,575,0,0.0
A0A367R7L0,False,576,0,0.0
A0A951PUJ7,False,577,0,1.0
A0A0P9EL63,False,578,0,0.0
Q8V9Q3,False,579,0,0.0
A0A5P8WK33,False,580,0,0.0
K9W712,False,581,0,0.0
A0A2D0HL46,False,577,0,1.0
H0Z810,False,582,0,0.0
A0A093BQF1,False,583,0,0.0
A0A7J8D1Z5,False,584,0,0.0
A0A852DJZ0,False,585,0,0.0
A0A6P3Q2S0,False,584,0,0.0
L7N1W0,False,584,0,0.0
A0A2K6GGK8,False,584,0,0.0
A0A8B6ZIV4,False,584,0,0.0
A0A8J4NA58,False,586,0,0.0
A0A8C9N4I3,False,582,0,0.0
A0A069DS26,False,587,0,0.0
A0A6M0Q799,False,588,0,0.0
A0A1G5S0C0,False,589,0,0.0
G4T2S9,False,590,0,0.0
A0A0C2VRK9,False,591,0,0.0
A0A2W1NC44,False,592,0,0.0
Q1K4C3,False,593,0,0.0
A0A3R9ZWI3,False,594,0,0.0
A0A2W4F0H9,False,595,0,0.0
A0A1E8EXN4,False,596,0,0.0
A0A2K8XGL2,False,597,0,0.0
A0A1M6I0E6,False,598,0,0.0
A0A372DSL1,False,599,0,0.0
A0A654E2F6,False,600,0,0.0
A0A8U0M5S4,False,601,0,0.0
A0A0F5JR93,False,602,0,0.0
A0A7U3ZR44,False,603,0,0.0
G8XAM8,False,604,0,0.0
R5B473,False,605,0,0.0
A0A7Y0PCH5,False,606,0,0.0
A0A075LRI4,False,607,0,0.0
A0A263D1B7,False,608,0,0.0
A0A2N3HH91,False,609,0,0.0
A0A4R6ICG1,False,610,0,0.0
B1FVI2,False,611,0,0.0
A0A1Q4VKN6,False,612,0,0.0
C1DVJ9,False,613,0,0.0
A0A942YTZ6,False,609,0,0.0
B2VFC5,False,614,0,0.0
A0A8S0GRC6,False,615,0,0.0
A1SL23,False,616,0,0.0
E6U1T8,False,617,0,0.0
A0A6G0Y4D4,False,618,0,0.0
A0A975F8B8,False,619,0,0.0
A0A1Q4YJ67,False,620,0,0.0
K9Z365,False,621,0,0.0
W1RWV5,False,622,0,0.0
A0A1V1ZKH2,False,623,0,0.0
A0A1H9PTF8,False,624,0,0.0
A0A813E742,False,625,0,0.0
A0A3P8SJS2,False,626,0,0.0
A0A672NRW8,False,627,0,0.0
A0A850X8L5,False,628,0,0.0
A0A8B6D727,False,629,0,0.0
A0A7K7ERN6,False,630,0,0.0
A0A5P1ELM7,False,631,0,0.0
A0A8J4P1T3,False,632,0,0.0
A0A811YX94,False,633,0,0.0
A0A1Z5J851,False,634,0,0.0
A0A5P1R9Q0,False,635,0,0.0
W4QBN0,False,636,0,0.0
A0A0Q3I538,False,637,0,0.0
K1WW63,False,638,0,0.0
L0KBY3,False,639,0,0.0
T2KMV7,False,640,0,0.0
A0A101JYW8,False,641,0,0.0
A0A814PE54,False,642,0,0.0
A0A810QAB2,False,643,0,0.0
A0A813FNK2,False,644,0,0.0
A0A0F4LQB2,False,645,0,0.0
A0A671P4D9,False,646,0,0.0
A0A2N0Z473,False,647,0,0.0
A0A563CP44,False,648,0,0.0
A0A1G4SCC0,False,649,0,0.0
A0A1Q4VBS0,False,650,0,0.0
A0A7J6URP9,False,651,0,0.0
G7J2L0,False,652,0,0.0
A0A7W2IDX8,False,653,0,0.0
A0A2P4ZR24,False,654,0,0.0
A0A183IT61,False,655,0,0.0
A0A8B7TI69,False,656,0,0.0
A0A8C2WJP7,False,657,0,0.0
A0A550CIS8,False,658,0,0.0
A0A8H4M7C6,False,659,0,0.0
A0A667WPM7,False,660,0,0.0
A0A0D3DJ83,False,661,0,0.0
A0A2T9ZJX6,False,662,0,0.0
A0A7K5H0Q9,False,663,0,0.0
A0A8H5P6H8,False,664,0,0.0
