AC,priority,label-val,between_connectivity,cluster
A4J531,False,319,0,0.0
A0A2K6M754,False,320,0,0.0
A0A821KEN5,False,321,0,0.0
A0A0U5GX42,False,322,0,0.0
A0A2D0HB64,False,323,0,0.0
A0A814TSB3,False,324,0,0.0
A0A420XX17,False,325,0,0.0
A0A926T7V8,False,326,0,0.0
Q163H6,False,327,0,0.0
A0A7L5A6A0,False,328,0,0.0
A0A0F5QJN8,False,330,0,0.0
A0A3S1BC99,False,331,0,0.0
A0A194X190,False,332,0,0.0
Q6CX86,False,333,0,0.0
A0A1S5XY77,False,334,0,0.0
A0A0W0ZZN3,False,335,0,0.0
A0A1E1LQR8,False,336,0,0.0
K9W0L9,False,337,0,0.0
A0A0W0XX77,False,338,0,0.0
A0A094BED8,False,339,0,0.0
A0A2V3IVU8,False,340,0,0.0
A0A7X0NF38,False,341,0,0.0
A0A8H7BNQ3,False,342,0,0.0
A0A0W0Y3V1,False,343,0,0.0
A0A409YH50,False,344,0,0.0
A0A8H7RUI0,False,345,0,0.0
A0A940EJQ4,False,346,0,0.0
A0A507E0E4,False,347,0,0.0
A0A367JC35,False,348,0,0.0
A0A8H7PYJ7,False,349,0,0.0
T0RR33,False,350,0,0.0
A0A814AHK4,False,351,0,0.0
E1X4K3,False,352,0,0.0
A0A329RWM0,False,353,0,0.0
A0A4P9YVF7,False,354,0,0.0
A0A1R1PHM3,False,355,0,0.0
A0A8H5D0L3,False,356,0,0.0
A0A1Y2GCE5,False,357,0,0.0
Q6MLF7,False,358,0,0.0
A0A8H7QGJ4,False,359,0,0.0
A0A4Z0RD50,False,360,0,0.0
A0A7J5BFI8,False,361,0,0.0
G5K3G7,False,362,0,0.0
A0A0V7YZS9,False,363,0,0.0
A0A0J1G8N9,False,364,0,0.0
A0A060M1N6,False,365,0,0.0
A0A1M4Y5A3,False,366,0,0.0
D4E772,False,367,0,0.0
A0A553ZWR2,False,368,0,0.0
A0A235B528,False,369,0,0.0
A0A2K2TXT4,False,370,0,0.0
A0A2N3PQG7,False,371,0,0.0
A0A1L8WSK0,False,372,0,0.0
I2B5G9,False,373,0,0.0
A0A501WR71,False,374,0,0.0
A0A3S0S1I5,False,375,0,0.0
A0A7X4LMK0,False,376,0,0.0
A0A1B3SM27,False,377,0,0.0
Q08FH2,False,378,0,0.0
Q77G89,False,379,0,0.0
Q6TV04,False,380,0,0.0
A0A5J9W282,False,381,0,0.0
A0A5N6R9R8,False,382,0,0.0
M5W2G9,False,383,0,0.0
Q2TW44,False,384,0,0.0
A0A0D9Y8M8,False,385,0,0.0
A0A7N0ZYV2,False,386,0,0.0
A0A199VC33,False,387,0,0.0
A0A6C7EFL8,False,388,0,0.0
A0A8X8ZWN3,False,389,0,0.0
A0A078H537,False,390,0,0.0
A0A9D3ZH85,False,391,0,0.0
A0A066XF69,False,392,0,0.0
A0A6A2YE47,False,393,0,0.0
A0A9J5WRI1,False,394,0,0.0
M1CRV9,False,395,0,0.0
A0A8H4NND7,False,396,0,0.0
A0A2H5Q459,False,397,0,0.0
M4F9I4,False,398,0,0.0
A0A2I0J3D4,False,399,0,0.0
A0A8K0H4K6,False,400,0,0.0
A0A7R7TAJ2,False,401,0,0.0
A0C122,False,402,0,0.0
A0A8C9H3S1,False,403,0,0.0
A0A5N6F4Z5,False,404,0,0.0
A0A7K9XM85,False,405,0,0.0
G3TJR8,False,406,0,0.0
A0A812T3C3,False,407,0,0.0
L1K1J2,False,408,0,0.0
A0A0D2C171,False,409,0,0.0
A0A1M7LM69,False,410,0,0.0
A0A0D2PLX2,False,411,0,0.0
A0A2L2TUE6,False,412,0,0.0
A0A1E7NCQ6,False,413,0,0.0
A0A2D3V272,False,414,0,0.0
A0A1L7WMC8,False,415,0,0.0
A0A2X0MVC2,False,416,0,0.0
A7SSH3,False,417,0,0.0
R4XHE7,False,418,0,0.0
A0A8C3ASA2,False,419,0,0.0
A0A4R6Z6R2,False,420,0,0.0
A0A6P6AWJ3,False,421,0,0.0
A0A5A7T8H4,False,422,0,0.0
A0A835W7L0,False,423,0,0.0
A0A267GQL7,False,424,0,0.0
A0A8H6K0D1,False,425,0,0.0
A0A7K5NIH8,False,426,0,0.0
A0A6I9ZJ94,False,427,0,0.0
A0A346FKD0,False,428,0,0.0
A0A812X2Q9,False,429,0,0.0
A0A8C6U2K5,False,430,0,0.0
A0A1I5SU20,False,431,0,0.0
A0A834LD77,False,432,0,0.0
A0A182ERZ1,False,433,0,0.0
A0A4S3KJ76,False,434,0,0.0
A0A8C1F0V8,False,435,0,0.0
A0A2G8L110,False,436,0,0.0
A0A7L2ZKJ6,False,437,0,0.0
A0A3Q4MU75,False,438,0,0.0
A0A8N5HXG3,False,439,0,0.0
A0A0D2D9T3,False,440,0,0.0
A0A1E7EYZ0,False,441,0,0.0
A0A8S3YA55,False,442,0,0.0
A0A8H5WQL9,False,443,0,0.0
A0A8H4V941,False,444,0,0.0
A0A6P4Y8L7,False,445,0,0.0
A0A5M3MC85,False,446,0,0.0
A0A927KEF6,False,447,0,0.0
A0A2G7FHK3,False,448,0,0.0
A0A367XS61,False,449,0,0.0
A0A087MI83,False,450,0,0.0
K7FPI7,False,451,0,0.0
A0A194PZZ9,False,452,0,0.0
A0A673MYX5,False,453,0,0.0
F7DT90,False,454,0,0.0
A0A1J8R3E7,False,455,0,0.0
A0A3M6UWI7,False,456,0,0.0
A0A7K5A0W3,False,457,0,0.0
A0A5C3EZ68,False,458,0,0.0
A0A914K7G2,False,459,0,0.0
A0A1V1PU79,False,460,0,0.0
A0A1U7DEX4,False,461,0,0.0
W0J5Q2,False,462,0,0.0
A3WCS4,False,463,0,0.0
V4YP58,False,464,0,0.0
A0A975PPA3,False,465,0,0.0
A0A812ZDQ7,False,466,0,0.0
A0A239GTU5,False,467,0,0.0
F6IDS3,False,468,0,0.0
V4NPG6,False,469,0,0.0
C6XCL8,False,470,0,0.0
A0A3M8SS83,False,471,0,0.0
B6BST7,False,472,0,0.0
A0A840MQQ1,False,473,0,0.0
M4QIS3,False,474,0,0.0
A0A0H0XNU0,False,475,0,0.0
A0A5B2VSD0,False,476,0,0.0
Q7U7W0,False,477,0,0.0
C7R8C8,False,478,0,0.0
F4RHI3,False,479,0,0.0
A0A5B0LZW1,False,480,0,0.0
A0A0L6UVQ7,False,481,0,0.0
A0A0L0UR00,False,482,0,0.0
A0A0L6UG57,False,483,0,0.0
A0A5B0LP16,False,484,0,0.0
E3K0C2,False,485,0,0.0
A0A2S4UZA9,False,486,0,0.0
A0A0L6VLN8,False,487,0,0.0
A0A0C3BL72,False,488,0,0.0
A0A2N5TGF1,False,489,0,0.0
A0A0L6UE31,False,490,0,0.0
E3L623,False,491,0,0.0
A0A0L0UXR9,False,492,0,0.0
A0A5B0QD75,False,493,0,0.0
A0A0C4F3X2,False,494,0,0.0
A0A2N5T5U8,False,495,0,0.0
F4R8V8,False,496,0,0.0
A0A3N4HMA9,False,497,0,0.0
F4SDI1,False,498,0,0.0
K9U2J8,False,499,0,0.0
R1C7W9,False,500,0,0.0
R1ELG8,False,501,0,0.0
A0A1M6F418,False,502,0,0.0
A0KLH3,False,503,0,0.0
A0A0T7BM46,False,504,0,0.0
A0A0Q5HA70,False,505,0,0.0
A0A240EK81,False,506,0,0.0
A0A8H4L7X9,False,507,0,0.0
A0A2M9JNV0,False,508,0,0.0
A0A2U8VP89,False,509,0,0.0
A0A1G8T7K0,False,510,0,0.0
A0A3N0V776,False,511,0,0.0
A0A3G3GIH6,False,512,0,0.0
A0A918L4A0,False,513,0,0.0
A0A014MD40,False,514,0,0.0
A0A1A7R009,False,515,0,0.0
A0A3E1NPH1,False,516,0,0.0
A0A4P6ZE83,False,517,0,0.0
A0A930TZ58,False,518,0,0.0
A0A243SHA6,False,519,0,0.0
G2PR53,False,520,0,0.0
A3QBN7,False,521,0,0.0
A0A1V3QMK4,False,522,0,0.0
A0A4P7PSU2,False,523,0,0.0
A0A2T0MAX8,False,524,0,0.0
A0A1V4IQU6,False,525,0,0.0
A0A5R8ZZA1,False,526,0,0.0
D7E4T7,False,527,0,0.0
A0A1G7EJJ1,False,528,0,0.0
A0A972FTW4,False,529,0,0.0
A0A923MD36,False,530,0,0.0
A0A0S1S3W6,False,531,0,0.0
A0A2D0N0D7,False,532,0,0.0
A0A562ZLR2,False,533,0,0.0
V4KPM1,False,534,0,0.0
A0A0K0F7K8,False,535,0,0.0
A0A673YHG0,False,536,0,0.0
A0A6V7UD90,False,537,0,0.0
A0A2V1CQS4,False,538,0,0.0
W2YXX2,False,539,0,0.0
W7TPM6,False,540,0,0.0
A0A7L4ADT0,False,541,0,0.0
A0A0V1BQR0,False,542,0,0.0
A0A452QC08,False,543,0,0.0
A0A8C8DTB9,False,544,0,0.0
A7TJF5,False,545,0,0.0
A0A484CG18,False,546,0,0.0
A0A6P4JCQ4,False,547,0,0.0
A0A166Q7N6,False,548,0,0.0
A0A0D9ZYY7,False,534,0,0.0
A0A6A7M9C4,False,549,0,0.0
A0A2P7AZ27,False,550,0,0.0
A0A6B8VTC0,False,551,0,0.0
A0A0G3G2P1,False,552,0,0.0
A0A091BBQ2,False,553,0,0.0
A0A3M0GCT2,False,554,0,0.0
A0A1B6BBK0,False,555,0,0.0
A0A1I7IGN9,False,556,0,0.0
A0A1W1WL99,False,557,0,0.0
A0A2T1HZ93,False,558,0,0.0
A0A6J5E2J8,False,559,0,0.0
M2U2P4,False,560,0,0.0
A0A2T7TNS3,False,561,0,0.0
A0A7L6MZU8,False,562,0,0.0
A0A1I0X072,False,563,0,0.0
A0A1M4NCP3,False,564,0,0.0
A0A4U7F8D2,False,565,0,0.0
A0A3N7C383,False,566,0,0.0
A0A1V9K108,False,567,0,0.0
A0A1B7UK51,False,568,0,0.0
J1HJA4,False,569,0,0.0
A0A563UES7,False,570,0,0.0
A0A2T0VEE5,False,571,0,0.0
M0QMK1,False,572,0,0.0
A0A2N7VNY1,False,573,0,0.0
A0A1H2LUK2,False,574,0,0.0
A0A0R1IXA2,False,575,0,0.0
A0A919ZEF1,False,576,0,0.0
G0AHM5,False,577,0,0.0
A0A850DNB1,False,578,0,0.0
A0A6P1YKM6,False,579,0,0.0
A0A0Q8V2U3,False,580,0,0.0
A0A220W332,False,581,0,0.0
A0A562TGG5,False,582,0,0.0
A0A1H0BJK9,False,583,0,0.0
A0A0H2M9A3,False,584,0,0.0
K2HEI4,False,585,0,0.0
A0A8H4H5M6,False,586,0,0.0
B6QM36,False,587,0,0.0
A0A0D2DXT1,False,588,0,0.0
H6C512,False,589,0,0.0
G8ZVV0,False,590,0,0.0
A0A6A4WUM0,False,591,0,0.0
A0A7L3KY87,False,592,0,0.0
A0A0R0ARU5,False,593,0,0.0
A0A0D2B690,False,594,0,0.0
A0A5C4SKX9,False,585,0,0.0
A0A853FXA8,False,595,0,0.0
A0A8J6EMG4,False,596,0,0.0
A0A7J7IJC8,False,597,0,0.0
A0A3Q4EBW1,False,598,0,0.0
A0A5C2H9I7,False,599,0,0.0
A0A672NJR3,False,600,0,0.0
A0A6J3R0Z6,False,601,0,0.0
A0A7L3AMA1,False,602,0,0.0
A0A851FVE7,False,603,0,0.0
A0A671EQQ4,False,604,0,0.0
A0A7L4JVY8,False,605,0,0.0
A0A7K8BH04,False,606,0,0.0
A0A671R7F5,False,607,0,0.0
A0A1S3RWR5,False,608,0,0.0
G5BH26,False,609,0,0.0
A0A836F788,False,610,0,0.0
H0XAV2,False,611,0,0.0
A0A851NC17,False,612,0,0.0
A0A8C5TYL7,False,613,0,0.0
A0A4X2KA94,False,614,0,0.0
A0A0P7VH24,False,615,0,0.0
A0A6J2ALV7,False,616,0,0.0
A0A075IE34,False,617,0,0.0
Q6E6Y4,False,618,0,0.0
A0A5P9KE66,False,619,0,0.0
Q66129,False,621,0,0.0
A0A1L3KFW5,False,622,0,0.0
A0A0D4D8J8,False,623,0,0.0
A0A890CSA7,False,624,0,0.0
F2Y3N4,False,625,0,0.0
Q50L54,False,626,0,0.0
Q84696,False,627,0,0.0
Q70WE9,False,628,0,0.0
Q9IV60,False,629,0,0.0
A0A077D555,False,630,0,0.0
Q90059,False,631,0,0.0
C7T4Z6,False,632,0,0.0
A0A3N2DQ15,False,633,0,0.0
Q6GPW9,False,634,0,0.0
A0A0B8NDE8,False,635,0,0.0
A0A7K8PT51,False,636,0,0.0
A0A7K4S449,False,637,0,0.0
I1RCA0,False,638,0,0.0
A0A319C8L9,False,639,0,0.0
A0A7L0UTH8,False,640,0,0.0
A0A667WZR8,False,641,0,0.0
A0A3L8S3A6,False,642,0,0.0
A0A017S039,False,643,0,0.0
T1J625,False,644,0,0.0
A0A2C5YQK5,False,645,0,0.0
A0A4W5KU52,False,646,0,0.0
A0A670YMT5,False,647,0,0.0
A0A0D2T6Q1,False,648,0,0.0
A0A150V2C4,False,649,0,0.0
A0A8C4W524,False,650,0,0.0
A0A8C9JFT2,False,651,0,0.0
A0A1M4W361,False,652,0,0.0
Q7NCS6,False,653,0,0.0
G6YHU3,False,654,0,0.0
V9WD55,False,655,0,0.0
A0A318XM76,False,656,0,0.0
A0A2K9NPJ9,False,657,0,0.0
A0A931MWR5,False,658,0,0.0
A0A443INV7,False,659,0,0.0
A0A5Q2WAW2,False,660,0,0.0
A0A1V4B3F3,False,661,0,0.0
A0A0E3DFB5,False,662,0,0.0
A0A7T3N4C4,False,663,0,0.0
K0J079,False,664,0,0.0
N6Y4R9,False,665,0,0.0
A0A937K375,False,666,0,0.0
A0A3D8GKE6,False,667,0,0.0
A0A2T1ETU5,False,668,0,0.0
A0A974NM42,False,669,0,0.0
A0A926W6L0,False,670,0,0.0
R6E7X8,False,671,0,0.0
A0A917RVY0,False,672,0,0.0
A0A1G8N453,False,673,0,0.0
A0A1W6WF22,False,674,0,0.0
A0A6A8DCJ8,False,675,0,0.0
Q03AX9,False,676,0,0.0
U2CP23,False,677,0,0.0
A0A3D8TTJ8,False,678,0,0.0
A0A2T0ATY9,False,679,0,0.0
I2F2T2,False,680,0,0.0
R6QTK6,False,681,0,0.0
A0A098EL90,False,682,0,0.0
A0A328PIV5,False,683,0,0.0
R2RXX4,False,684,0,0.0
I3M5Y6,False,685,0,0.0
A0A6P8S5M9,False,686,0,0.0
A0A8C8A4A9,False,687,0,0.0
A0A9B0TR34,False,688,0,0.0
A0A8J7P8P2,False,689,0,0.0
A0A8C6R9H2,False,690,0,0.0
A0A834NKP9,False,691,0,0.0
A0A8C3CDF4,False,692,0,0.0
U4UQB1,False,693,0,0.0
A0A6I9M5G1,False,694,0,0.0
A0A2H9TLX6,False,695,0,0.0
A0A834IQZ0,False,696,0,0.0
A0A6J1ZI11,False,697,0,0.0
A0A672U548,False,698,0,0.0
A0A0H2SFV3,False,699,0,0.0
A0A6J1ZKF2,False,700,0,0.0
A0A8H7KGL2,False,701,0,0.0
A0A0C1YP15,False,702,0,0.0
A0A5C4VXW0,False,703,0,0.0
A0A1E7JIP1,False,704,0,0.0
A0A542QLJ1,False,705,0,0.0
A0A2W2KXI4,False,706,0,0.0
A0A561BRQ8,False,707,0,0.0
A0A429G2Z3,False,708,0,0.0
